"year","station","loc_mn","dc_mn","longitude","latitude","other_theft","arson","assault_gbh","attempted_murder","attempted_sexoff","bank_robbery","burglary_nonres","burglary_res","carjacking","commercial_crime","common_assault","common_robbery","contact_sexoff","dui","drug_crime","illegal_firearms","kidnapping","malicious_damage","murder","rape","robbery_nonres","robbery_res","cash_transit_robbery","aggr_robbery","sexual_assault","sexual_offences","police_detected_sexoff","shoplifting","stock_theft","vehicle_theft","theft_from_vehicle","truck_hijacking"
"2009/2010","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010/2011","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011/2012","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012/2013","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013/2014","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/2015","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",175,9,213,36,2,0,43,260,25,78,216,61,4,125,174,54,2,134,30,50,47,57,0,232,4,58,0,143,0,78,214,0
"2015/2016","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",262,12,312,46,5,0,55,265,35,84,238,98,6,183,196,37,26,161,37,48,52,90,0,281,9,62,0,116,0,77,220,0
"2016/2017","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",216,5,308,60,3,0,62,360,38,80,346,84,4,160,298,26,4,170,42,45,44,72,0,305,6,56,2,114,0,85,202,1
"2017/2018","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",210,6,375,49,5,0,65,323,34,98,275,78,6,150,352,35,43,179,50,69,30,48,1,246,1,75,5,146,0,124,166,0
"2018/2019","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",233,9,363,62,8,0,58,331,32,98,321,96,4,204,369,48,8,175,42,64,38,50,0,255,6,80,11,154,1,113,120,0
"2019/2020","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",270,14,392,60,3,0,45,248,51,127,354,118,4,258,381,59,65,219,39,60,62,28,0,321,9,74,20,116,0,89,105,0
"2020/2021","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",199,4,328,69,2,0,48,147,50,132,352,69,7,216,336,48,54,184,59,62,64,61,0,354,10,75,18,54,0,66,106,2
"2021/2022","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",236,5,359,66,1,0,84,140,128,131,365,60,7,345,187,21,66,257,62,83,58,53,0,407,10,95,5,36,0,95,103,1
"2022/2023","tembisa south","ekurhuleni","ekurhuleni","28.20888","-26.02598",232,11,390,56,3,0,54,199,96,100,400,89,4,165,239,47,40,216,67,89,17,43,0,364,8,102,2,13,0,63,102,0
"2008/2009","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",722,36,802,125,22,0,133,996,136,136,680,286,15,219,53,113,1,554,148,294,76,150,2,736,13,346,0,177,0,173,337,2
"2009/2010","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",726,31,798,120,12,0,161,1256,125,184,598,308,47,284,69,175,1,585,122,252,129,107,0,769,6,293,0,232,0,198,465,1
"2010/2011","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",762,20,730,100,16,1,174,1012,82,251,821,278,38,354,202,126,1,534,111,246,111,157,0,720,8,294,0,260,1,198,412,0
"2011/2012","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",762,35,754,86,13,0,166,1047,53,241,735,276,5,531,457,148,1,474,76,220,117,123,0,576,6,242,4,227,0,221,526,0
"2012/2013","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",791,29,683,82,11,0,126,1042,143,431,807,244,5,738,589,101,1,469,78,237,77,82,0,571,10,261,1,280,1,206,540,0
"2013/2014","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",839,20,694,70,9,0,149,1041,95,280,755,212,10,792,1199,104,67,506,89,224,102,78,1,586,5,244,12,343,0,303,528,2
"2014/2015","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",583,25,703,106,10,0,145,939,142,190,624,226,5,776,942,96,68,396,79,139,110,114,0,649,6,158,5,141,1,203,358,2
"2015/2016","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",615,21,585,127,1,0,114,915,98,199,662,240,6,972,766,80,69,392,94,179,112,144,0,694,12,192,1,129,0,220,384,2
"2016/2017","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",639,9,514,125,5,0,148,852,118,204,482,201,4,552,515,77,53,375,79,103,91,151,2,698,11,121,4,91,0,221,395,1
"2017/2018","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",756,7,656,114,3,0,125,798,156,248,609,286,4,643,563,61,70,405,97,150,108,138,1,787,8,163,0,101,0,311,355,4
"2018/2019","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",717,5,548,122,10,0,108,721,99,271,678,355,17,832,422,63,50,440,85,137,110,162,1,784,16,172,3,159,0,178,336,2
"2019/2020","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",804,9,770,111,10,0,120,594,143,373,1038,431,12,886,329,63,71,508,91,167,91,108,0,939,13,197,1,185,2,235,308,0
"2020/2021","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",460,9,630,136,3,0,110,392,154,358,786,264,5,643,280,73,72,417,70,149,129,142,1,1010,24,179,2,140,0,163,255,1
"2021/2022","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",541,8,728,176,7,0,87,354,240,360,825,231,6,599,353,55,73,546,110,153,77,202,1,1095,22,182,2,93,0,155,186,0
"2022/2023","tembisa","ekurhuleni","ekurhuleni","28.22014","-26.00749",644,9,859,157,7,0,103,368,210,350,1056,249,4,332,407,63,74,542,120,173,76,207,1,1004,32,214,0,152,1,244,161,5
"2008/2009","temba","city of tshwane","city of tshwane","28.26037","-25.38881",2533,35,1107,76,32,0,217,1077,46,79,840,304,22,151,268,70,1,737,53,299,67,70,0,709,20,371,0,170,42,132,212,2
"2009/2010","temba","city of tshwane","city of tshwane","28.26037","-25.38881",2018,29,1251,89,26,0,257,1017,60,94,1137,328,14,145,336,55,1,695,53,264,47,57,0,542,7,324,0,311,55,93,198,2
"2010/2011","temba","city of tshwane","city of tshwane","28.26037","-25.38881",1864,51,1269,85,26,0,255,1038,61,121,979,334,36,128,335,48,1,634,47,271,84,67,1,590,6,319,0,262,55,74,172,2
"2011/2012","temba","city of tshwane","city of tshwane","28.26037","-25.38881",2594,41,1158,51,27,0,279,1105,34,96,902,291,12,209,1425,39,1,647,37,250,69,79,1,556,14,298,1,191,40,66,164,1
"2012/2013","temba","city of tshwane","city of tshwane","28.26037","-25.38881",2082,26,1094,54,17,0,259,1140,40,94,757,283,5,336,1661,44,1,595,32,232,70,58,0,551,14,266,12,225,35,113,206,3
"2013/2014","temba","city of tshwane","city of tshwane","28.26037","-25.38881",1893,21,1189,61,23,0,286,1079,55,93,738,322,5,221,2104,42,39,633,47,231,122,78,0,687,8,265,0,165,36,119,236,2
"2014/2015","temba","city of tshwane","city of tshwane","28.26037","-25.38881",1932,19,1034,81,17,0,205,1089,85,99,660,263,8,242,2199,28,41,576,49,182,141,72,0,724,25,228,2,148,33,180,320,1
"2015/2016","temba","city of tshwane","city of tshwane","28.26037","-25.38881",1455,16,1101,97,14,0,241,1060,115,55,732,298,10,239,1608,42,10,576,53,175,181,101,0,863,16,211,0,150,48,196,267,3
"2016/2017","temba","city of tshwane","city of tshwane","28.26037","-25.38881",1372,22,1047,107,4,0,206,1016,135,82,587,256,5,167,1767,72,56,527,63,194,168,133,0,908,10,211,1,98,58,174,241,1
"2017/2018","temba","city of tshwane","city of tshwane","28.26037","-25.38881",1149,13,958,87,5,0,192,843,97,70,553,242,5,237,2109,82,64,590,60,177,138,130,4,802,19,204,3,109,54,124,217,2
"2018/2019","temba","city of tshwane","city of tshwane","28.26037","-25.38881",998,15,1010,71,5,0,217,748,85,63,748,266,9,390,2519,45,5,574,75,180,145,141,3,741,23,213,0,92,40,141,190,2
"2019/2020","temba","city of tshwane","city of tshwane","28.26037","-25.38881",872,10,1069,90,5,0,199,766,68,77,834,288,8,249,876,46,66,590,64,189,131,112,1,706,35,233,2,119,49,131,162,0
"2020/2021","temba","city of tshwane","city of tshwane","28.26037","-25.38881",855,13,989,58,3,0,218,583,48,110,893,206,5,91,178,27,7,564,40,168,83,85,0,456,36,210,3,102,49,65,115,0
"2021/2022","temba","city of tshwane","city of tshwane","28.26037","-25.38881",961,12,1072,65,9,0,144,580,64,83,1189,256,8,247,277,43,72,608,54,215,89,104,0,617,44,272,1,86,92,57,148,3
"2022/2023","temba","city of tshwane","city of tshwane","28.26037","-25.38881",1054,7,835,72,9,0,263,680,51,111,1352,282,5,290,345,69,33,509,58,165,99,95,3,576,44,221,0,86,75,73,99,0
"2008/2009","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",136,8,301,19,5,0,17,247,6,11,110,40,5,2,104,5,1,68,28,58,5,6,0,31,9,75,0,0,179,14,14,0
"2009/2010","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",95,1,257,25,1,0,26,224,3,2,110,30,9,9,149,13,1,52,31,88,9,5,0,32,15,109,0,0,140,16,8,0
"2010/2011","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",171,8,189,18,0,0,44,184,3,5,103,30,7,15,178,22,1,53,37,59,6,13,0,41,11,71,0,0,93,11,16,0
"2011/2012","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",136,7,201,7,0,0,36,183,2,3,103,25,6,16,205,14,1,51,21,67,3,5,0,25,5,72,0,0,108,9,19,0
"2012/2013","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",128,2,195,7,0,0,63,206,2,0,108,31,7,21,218,17,1,67,27,82,4,5,0,26,14,97,0,0,107,7,18,0
"2013/2014","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",140,4,192,10,0,0,56,240,0,0,100,32,7,35,209,22,12,55,27,65,8,5,0,33,7,73,0,0,55,7,29,0
"2014/2015","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",151,1,216,10,0,0,42,240,3,1,96,36,17,29,246,20,14,63,23,69,14,5,0,38,9,87,0,0,86,12,22,0
"2015/2016","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",155,3,223,13,1,0,32,317,1,1,104,33,4,38,304,22,21,66,34,74,12,14,0,43,6,83,0,0,100,7,30,0
"2016/2017","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",174,4,252,22,0,0,21,378,3,3,94,43,6,40,391,15,21,71,32,51,32,14,0,63,4,55,0,0,142,21,34,0
"2017/2018","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",182,0,237,12,0,0,20,404,6,9,117,37,7,22,419,15,12,88,36,62,41,8,0,75,6,69,0,1,163,9,18,0
"2018/2019","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",259,0,245,18,1,0,41,349,5,9,144,41,6,14,276,14,23,101,35,50,20,6,0,57,11,62,0,1,167,14,18,0
"2019/2020","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",183,3,213,16,0,0,35,297,7,2,157,36,4,10,142,7,21,94,53,60,11,9,0,42,11,73,0,0,210,11,12,0
"2020/2021","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",165,4,205,22,1,0,32,179,10,19,113,24,5,10,95,8,25,102,60,44,29,9,0,80,9,57,0,0,253,8,9,0
"2021/2022","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",148,5,216,20,0,0,37,235,14,12,136,31,6,4,93,13,22,96,56,51,28,18,0,82,4,55,0,0,145,11,10,0
"2022/2023","taylors halt","the msunduzi","umgungundlovu","30.19095","-29.68305",181,3,241,19,3,0,33,247,8,19,203,39,7,3,208,15,24,116,60,53,16,19,0,91,12,69,0,0,125,14,17,0
"2008/2009","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",146,10,376,12,14,0,163,271,1,27,90,57,5,22,147,6,1,102,16,101,25,6,0,70,3,121,0,42,84,4,33,0
"2009/2010","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",182,4,361,11,22,1,163,264,0,38,106,73,5,6,163,3,1,114,16,103,43,13,0,83,5,133,0,37,92,8,22,0
"2010/2011","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",191,8,354,10,9,0,152,247,2,10,116,76,9,6,176,8,1,125,14,108,37,22,3,99,9,131,0,17,81,14,22,0
"2011/2012","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",182,12,416,13,19,0,156,283,1,17,119,79,9,14,119,7,1,113,19,160,53,18,3,108,8,192,2,25,112,10,57,0
"2012/2013","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",190,14,428,15,23,0,169,266,2,45,125,69,8,34,111,3,1,142,21,168,33,24,1,107,4,199,1,31,124,11,66,0
"2013/2014","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",211,13,416,21,20,0,170,260,2,25,113,77,5,26,134,7,28,116,20,127,41,27,0,107,4,154,0,34,106,9,111,0
"2014/2015","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",200,11,433,22,14,0,121,213,2,21,117,70,4,24,108,4,22,131,16,146,45,23,0,117,1,163,0,54,131,21,96,1
"2015/2016","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",236,17,433,14,13,2,176,228,5,26,154,75,7,58,102,9,22,127,19,109,68,20,0,139,3,126,0,45,89,21,69,0
"2016/2017","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",180,11,414,13,6,0,229,315,5,16,143,66,8,6,117,8,27,113,28,96,57,21,0,120,3,109,1,40,115,20,52,0
"2017/2018","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",213,14,367,22,17,0,169,245,3,22,105,71,6,11,136,10,22,118,26,99,32,28,0,127,1,117,0,32,141,17,42,0
"2018/2019","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",175,10,377,11,11,0,291,220,8,14,102,30,7,9,69,3,25,157,17,85,32,14,0,75,3,100,1,26,120,12,44,0
"2019/2020","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",233,5,441,15,11,0,131,247,4,40,101,45,7,8,44,3,2,147,25,117,52,31,0,127,6,135,0,48,116,12,56,2
"2020/2021","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",241,11,419,28,10,0,141,253,13,37,126,35,6,14,63,1,36,163,23,106,32,34,0,116,7,123,0,20,125,5,78,0
"2021/2022","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",216,5,459,11,9,0,143,207,16,30,162,49,6,20,48,4,43,159,27,86,34,27,0,120,2,97,0,9,160,5,43,3
"2022/2023","taung","greater taung","dr ruth segomotsi mompati","24.77898","-27.54507",249,14,470,12,15,0,166,230,2,40,161,68,4,27,33,9,26,171,27,94,33,15,0,97,7,118,0,7,186,3,42,0
"2008/2009","tarlton","mogale city","west rand","27.66759","-26.09221",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009/2010","tarlton","mogale city","west rand","27.66759","-26.09221",146,1,56,2,1,0,12,50,2,5,48,13,6,1,5,2,1,42,0,9,3,1,0,13,0,10,0,3,4,14,11,1
"2010/2011","tarlton","mogale city","west rand","27.66759","-26.09221",337,3,139,7,2,0,16,110,4,3,92,9,9,1,2,1,1,73,2,10,4,8,0,33,2,19,0,5,11,22,14,3
"2011/2012","tarlton","mogale city","west rand","27.66759","-26.09221",209,7,153,3,2,0,7,67,4,11,83,9,7,11,6,6,1,49,3,17,4,4,0,21,5,25,0,1,6,15,17,1
"2012/2013","tarlton","mogale city","west rand","27.66759","-26.09221",131,5,157,3,1,0,16,89,4,3,69,6,8,8,8,5,1,51,4,14,6,14,0,38,1,20,15,1,15,11,37,0
"2013/2014","tarlton","mogale city","west rand","27.66759","-26.09221",159,2,140,2,0,0,20,76,2,7,61,10,6,19,12,10,12,53,5,9,3,5,0,32,0,9,0,2,9,18,17,2
"2014/2015","tarlton","mogale city","west rand","27.66759","-26.09221",150,2,142,6,2,0,11,64,6,12,67,9,6,24,8,1,13,59,5,6,7,7,0,33,1,9,8,0,11,6,25,0
"2015/2016","tarlton","mogale city","west rand","27.66759","-26.09221",142,1,143,7,2,0,16,77,0,9,72,4,6,29,18,5,12,69,6,7,16,8,0,46,0,9,21,0,13,16,27,3
"2016/2017","tarlton","mogale city","west rand","27.66759","-26.09221",103,4,142,6,2,0,26,99,9,11,92,15,6,38,31,4,13,64,4,15,3,15,0,54,1,18,0,1,14,17,30,10
"2017/2018","tarlton","mogale city","west rand","27.66759","-26.09221",118,8,101,3,0,0,17,84,5,15,76,4,6,59,38,4,21,67,7,13,5,6,0,32,2,15,0,0,18,8,18,3
"2018/2019","tarlton","mogale city","west rand","27.66759","-26.09221",104,0,107,2,1,0,16,88,19,21,79,11,7,75,43,7,23,60,3,18,9,6,0,61,3,23,0,0,14,12,16,6
"2019/2020","tarlton","mogale city","west rand","27.66759","-26.09221",71,3,111,3,1,0,19,108,16,11,60,8,6,84,50,3,14,56,7,14,7,1,0,39,2,17,0,0,16,12,16,7
"2020/2021","tarlton","mogale city","west rand","27.66759","-26.09221",91,0,81,4,0,0,30,68,4,13,74,4,7,80,23,3,21,42,6,13,4,6,0,31,1,15,0,0,29,7,11,2
"2021/2022","tarlton","mogale city","west rand","27.66759","-26.09221",151,0,93,2,2,0,26,75,7,14,81,6,6,82,64,0,24,66,2,8,3,14,0,37,0,10,0,0,15,13,11,6
"2022/2023","tarlton","mogale city","west rand","27.66759","-26.09221",114,0,106,1,1,0,34,92,9,20,60,6,6,55,100,2,17,75,4,10,6,30,1,68,0,11,0,0,30,16,10,10
"2008/2009","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",53,1,79,2,2,1,11,58,0,11,44,3,6,4,7,2,1,21,2,18,3,1,0,10,0,20,0,2,62,4,4,0
"2009/2010","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",42,0,81,1,0,0,13,44,1,6,22,3,6,8,8,2,1,20,0,18,0,2,0,3,0,18,0,4,73,1,7,0
"2010/2011","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",54,1,73,0,0,0,13,50,0,4,17,1,6,7,20,1,1,15,5,6,2,0,0,5,0,6,0,1,76,2,6,0
"2011/2012","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",33,0,68,1,1,0,8,33,0,5,16,0,6,8,26,2,1,8,2,7,1,1,0,2,0,8,0,2,74,2,5,0
"2012/2013","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",28,1,42,1,0,0,9,31,0,12,16,2,6,6,35,1,1,31,6,7,1,0,0,1,0,7,0,2,39,1,4,0
"2013/2014","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",30,1,39,0,3,0,4,18,0,4,12,0,6,11,36,2,13,13,6,14,1,1,0,2,3,20,0,1,29,3,6,0
"2014/2015","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",20,0,36,3,3,0,9,27,1,9,20,1,7,29,39,0,13,8,8,15,4,0,0,5,1,20,0,0,23,5,6,0
"2015/2016","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",35,2,28,4,3,0,13,36,0,7,20,2,7,24,41,2,13,32,3,12,1,0,0,2,4,20,0,0,36,0,5,0
"2016/2017","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",31,4,31,15,1,0,11,38,0,6,23,2,6,29,41,7,13,22,6,18,1,0,0,3,3,22,0,2,51,5,7,0
"2017/2018","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",33,1,37,21,0,0,11,29,0,22,16,1,6,29,41,8,13,23,5,18,0,2,0,7,5,23,0,1,44,1,9,0
"2018/2019","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",28,0,48,10,0,0,18,65,0,12,37,3,6,20,24,1,13,18,6,12,0,0,0,5,5,17,0,3,43,3,5,0
"2019/2020","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",34,0,64,16,1,0,9,44,1,14,32,1,7,12,8,1,13,13,3,11,1,1,0,3,2,15,0,5,30,3,7,0
"2020/2021","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",29,0,55,10,1,0,20,54,1,15,42,1,6,6,16,1,12,13,3,15,1,0,0,3,0,16,0,3,35,3,7,0
"2021/2022","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",23,1,66,1,0,0,12,19,1,7,30,5,6,0,14,0,12,26,5,8,2,0,0,7,2,10,0,1,20,0,2,0
"2022/2023","tarkastad","enoch mgijima","chris hani","26.25755","-32.00705",15,3,77,5,2,0,19,36,1,9,37,3,6,0,13,1,21,15,5,12,1,2,0,6,2,16,0,3,18,0,7,0
"2008/2009","tamara","buffalo city","buffalo city","27.28339","-32.97844",29,3,87,2,3,0,2,42,0,2,21,11,8,4,11,1,1,33,11,21,0,0,0,4,0,28,0,1,9,0,5,0
"2009/2010","tamara","buffalo city","buffalo city","27.28339","-32.97844",30,0,88,3,5,0,5,47,0,0,31,13,6,3,12,5,1,43,6,28,2,1,0,7,0,33,0,0,28,1,2,0
"2010/2011","tamara","buffalo city","buffalo city","27.28339","-32.97844",73,3,104,0,12,0,5,54,0,1,56,9,8,8,14,2,1,42,6,25,9,1,0,12,1,42,0,0,27,1,6,0
"2011/2012","tamara","buffalo city","buffalo city","27.28339","-32.97844",47,1,115,2,3,0,5,50,0,1,68,14,6,16,9,3,1,29,9,20,5,2,0,15,3,26,0,1,16,0,3,0
"2012/2013","tamara","buffalo city","buffalo city","27.28339","-32.97844",39,1,118,2,6,0,7,57,1,1,56,7,6,9,6,1,1,60,8,20,8,3,0,15,2,28,0,0,12,3,6,0
"2013/2014","tamara","buffalo city","buffalo city","27.28339","-32.97844",37,1,111,2,1,0,6,35,0,1,50,6,6,6,13,2,12,48,11,22,5,3,0,15,0,23,0,0,20,1,2,0
"2014/2015","tamara","buffalo city","buffalo city","27.28339","-32.97844",36,2,109,1,9,0,6,44,0,0,55,3,4,7,16,2,13,48,7,29,4,6,0,19,4,44,0,0,35,0,7,0
"2015/2016","tamara","buffalo city","buffalo city","27.28339","-32.97844",41,0,105,4,5,0,12,51,1,1,31,6,7,6,17,5,13,29,11,21,7,11,0,30,3,30,0,0,40,2,3,0
"2016/2017","tamara","buffalo city","buffalo city","27.28339","-32.97844",45,0,88,1,4,0,7,37,1,3,28,3,6,5,11,6,13,51,4,16,8,9,0,24,4,24,0,0,51,2,5,0
"2017/2018","tamara","buffalo city","buffalo city","27.28339","-32.97844",33,0,92,4,5,0,2,45,1,0,40,2,7,4,28,1,13,37,10,12,0,1,0,4,5,23,0,0,40,2,3,0
"2018/2019","tamara","buffalo city","buffalo city","27.28339","-32.97844",22,3,74,0,3,0,6,60,1,0,26,4,7,5,23,5,13,42,6,19,3,6,0,19,4,27,0,0,59,1,5,0
"2019/2020","tamara","buffalo city","buffalo city","27.28339","-32.97844",31,0,91,8,6,0,8,49,1,1,24,4,6,3,20,8,21,25,6,19,6,4,0,20,3,28,0,0,35,2,3,0
"2020/2021","tamara","buffalo city","buffalo city","27.28339","-32.97844",27,3,46,5,3,0,8,40,1,2,31,2,7,5,9,0,13,28,10,14,11,5,0,23,2,20,0,0,33,0,1,0
"2021/2022","tamara","buffalo city","buffalo city","27.28339","-32.97844",34,1,57,3,1,0,7,34,0,3,46,6,6,2,3,3,13,36,12,22,4,4,0,19,4,27,0,0,24,0,4,0
"2022/2023","tamara","buffalo city","buffalo city","27.28339","-32.97844",28,1,74,5,4,0,6,31,0,1,44,5,7,2,3,2,12,35,4,19,7,3,0,14,4,28,0,0,28,3,9,0
"2008/2009","table view","city of cape town","city of cape town","18.4893","-33.82635",1498,2,87,11,2,0,121,1003,7,293,316,73,33,344,374,12,1,369,19,29,10,31,1,126,19,65,0,215,0,205,615,0
"2009/2010","table view","city of cape town","city of cape town","18.4893","-33.82635",1572,5,74,12,3,0,119,1048,7,379,385,93,8,374,471,16,1,279,20,31,14,30,0,175,28,66,0,389,0,178,797,0
"2010/2011","table view","city of cape town","city of cape town","18.4893","-33.82635",1420,1,83,21,3,0,78,1096,3,330,361,115,16,442,559,10,1,239,15,36,7,23,2,136,21,70,0,310,2,210,826,0
"2011/2012","table view","city of cape town","city of cape town","18.4893","-33.82635",1498,2,74,8,5,0,86,1011,4,304,354,133,8,480,587,6,1,237,7,44,6,21,1,142,11,64,0,265,0,220,763,0
"2012/2013","table view","city of cape town","city of cape town","18.4893","-33.82635",1539,5,82,9,2,0,72,1156,5,365,340,149,11,304,599,12,1,219,6,36,10,39,1,158,11,57,6,250,2,203,834,0
"2013/2014","table view","city of cape town","city of cape town","18.4893","-33.82635",1566,0,94,8,3,0,76,1233,5,314,443,165,4,331,640,10,28,248,13,34,12,34,0,173,13,52,7,312,0,233,973,0
"2014/2015","table view","city of cape town","city of cape town","18.4893","-33.82635",1509,1,84,7,4,0,85,947,24,314,440,164,4,223,550,6,24,223,17,25,17,66,0,257,23,54,4,297,0,188,797,1
"2015/2016","table view","city of cape town","city of cape town","18.4893","-33.82635",1390,3,105,9,3,0,54,922,5,331,456,144,6,156,485,11,22,197,9,33,19,44,1,243,20,56,2,256,0,187,798,0
"2016/2017","table view","city of cape town","city of cape town","18.4893","-33.82635",1425,1,80,9,4,0,40,776,8,316,418,143,8,276,748,14,2,179,10,34,18,29,1,199,16,58,2,245,0,141,718,1
"2017/2018","table view","city of cape town","city of cape town","18.4893","-33.82635",1318,5,85,13,4,0,59,605,10,340,393,135,10,292,933,14,23,206,13,30,16,30,2,199,16,56,1,300,0,109,557,0
"2018/2019","table view","city of cape town","city of cape town","18.4893","-33.82635",1326,1,122,16,0,0,82,464,9,392,418,162,10,305,785,20,17,214,21,26,16,29,0,235,19,51,2,436,0,118,562,1
"2019/2020","table view","city of cape town","city of cape town","18.4893","-33.82635",1319,3,121,19,2,0,72,505,11,452,467,172,6,223,561,16,3,178,14,45,17,29,0,239,23,70,1,428,0,90,490,2
"2020/2021","table view","city of cape town","city of cape town","18.4893","-33.82635",851,8,105,21,3,0,30,391,7,451,373,118,8,89,664,12,28,178,26,43,13,19,0,150,18,68,0,356,4,56,235,1
"2021/2022","table view","city of cape town","city of cape town","18.4893","-33.82635",1039,1,146,18,6,0,36,353,13,619,426,159,8,107,519,5,37,228,23,55,13,22,0,188,22,87,0,254,0,84,325,1
"2022/2023","table view","city of cape town","city of cape town","18.4893","-33.82635",1233,5,183,27,3,0,30,485,9,776,475,217,6,123,315,17,3,250,29,48,15,20,0,269,23,74,2,244,0,96,494,0
"2008/2009","table bay harbour","city of cape town","city of cape town","18.42454","-33.91001",760,0,16,1,0,0,16,6,1,144,93,11,4,51,165,3,1,59,1,1,2,0,0,10,2,5,0,451,0,15,101,0
"2009/2010","table bay harbour","city of cape town","city of cape town","18.42454","-33.91001",730,0,13,4,0,0,34,6,0,154,63,14,9,21,115,2,1,50,2,1,1,0,0,10,3,9,0,498,0,13,103,0
