Station,Crime_Category,Incidents,Year
Stanford,17 Community reported serious Crime,295,2025/2026
Stanford,Abduction,0,2025/2026
Stanford,All theft not mentioned elsewhere,58,2025/2026
Stanford,Arson,2,2025/2026
Stanford,Assault with the intent to inflict grievous bodily harm,31,2025/2026
Stanford,Attempted murder,5,2025/2026
Stanford,Attempted sexual offences,1,2025/2026
Stanford,Bank robbery,0,2025/2026
Stanford,Burglary at non-residential premises,22,2025/2026
Stanford,Burglary at residential premises,59,2025/2026
Stanford,Carjacking,0,2025/2026
Stanford,Commercial crime,27,2025/2026
Stanford,Common assault,37,2025/2026
Stanford,Common robbery,2,2025/2026
Stanford,Contact crime (Crimes against the person),88,2025/2026
Stanford,Contact sexual offences,0,2025/2026
Stanford,Contact-related Crime,27,2025/2026
Stanford,Crime detected as a result of police action,282,2025/2026
Stanford,Crimen injuria,4,2025/2026
Stanford,Culpable homicide,3,2025/2026
Stanford,Driving under the influence of alcohol or drugs,46,2025/2026
Stanford,Drug-related crime,236,2025/2026
Stanford,Illegal possession of firearms and ammunition,0,2025/2026
Stanford,Kidnapping,0,2025/2026
Stanford,Malicious damage to property,25,2025/2026
Stanford,Murder,1,2025/2026
Stanford,Neglect and ill-treatment of children,0,2025/2026
Stanford,Other serious Crime,86,2025/2026
Stanford,Property-related Crime,94,2025/2026
Stanford,Public violence,1,2025/2026
Stanford,Rape,4,2025/2026
Stanford,Robbery at non-residential premises,1,2025/2026
Stanford,Robbery at residential premises,0,2025/2026
Stanford,Robbery of cash in transit,0,2025/2026
Stanford,Robbery with aggravating circumstances,3,2025/2026
Stanford,Sexual assault,4,2025/2026
Stanford,Sexual offences,9,2025/2026
Stanford,Sexual offences detected as a result of police action,0,2025/2026
Stanford,Shoplifting,1,2025/2026
Stanford,Stock-theft,0,2025/2026
Stanford,TRIO Crime,1,2025/2026
Stanford,Theft of motor vehicle and motorcycle,1,2025/2026
Stanford,Theft out of or from motor vehicle,12,2025/2026
Stanford,Truck hijacking,0,2025/2026
Steenberg,17 Community reported serious Crime,1434,2025/2026
Steenberg,Abduction,0,2025/2026
Steenberg,All theft not mentioned elsewhere,275,2025/2026
Steenberg,Arson,2,2025/2026
Steenberg,Assault with the intent to inflict grievous bodily harm,50,2025/2026
Steenberg,Attempted murder,67,2025/2026
Steenberg,Attempted sexual offences,0,2025/2026
Steenberg,Bank robbery,0,2025/2026
Steenberg,Burglary at non-residential premises,32,2025/2026
Steenberg,Burglary at residential premises,98,2025/2026
Steenberg,Carjacking,8,2025/2026
Steenberg,Commercial crime,170,2025/2026
Steenberg,Common assault,261,2025/2026
Steenberg,Common robbery,36,2025/2026
Steenberg,Contact crime (Crimes against the person),596,2025/2026
Steenberg,Contact sexual offences,0,2025/2026
Steenberg,Contact-related Crime,178,2025/2026
Steenberg,Crime detected as a result of police action,2508,2025/2026
Steenberg,Crimen injuria,28,2025/2026
Steenberg,Culpable homicide,4,2025/2026
Steenberg,Driving under the influence of alcohol or drugs,37,2025/2026
Steenberg,Drug-related crime,2374,2025/2026
Steenberg,Illegal possession of firearms and ammunition,97,2025/2026
Steenberg,Kidnapping,6,2025/2026
Steenberg,Malicious damage to property,176,2025/2026
Steenberg,Murder,53,2025/2026
Steenberg,Neglect and ill-treatment of children,0,2025/2026
Steenberg,Other serious Crime,462,2025/2026
Steenberg,Property-related Crime,198,2025/2026
Steenberg,Public violence,6,2025/2026
Steenberg,Rape,28,2025/2026
Steenberg,Robbery at non-residential premises,8,2025/2026
Steenberg,Robbery at residential premises,8,2025/2026
Steenberg,Robbery of cash in transit,0,2025/2026
Steenberg,Robbery with aggravating circumstances,91,2025/2026
Steenberg,Sexual assault,10,2025/2026
Steenberg,Sexual offences,38,2025/2026
Steenberg,Sexual offences detected as a result of police action,0,2025/2026
Steenberg,Shoplifting,17,2025/2026
Steenberg,Stock-theft,0,2025/2026
Steenberg,TRIO Crime,24,2025/2026
Steenberg,Theft of motor vehicle and motorcycle,11,2025/2026
Steenberg,Theft out of or from motor vehicle,57,2025/2026
Steenberg,Truck hijacking,0,2025/2026
Steinkopf,17 Community reported serious Crime,107,2025/2026
Steinkopf,Abduction,0,2025/2026
Steinkopf,All theft not mentioned elsewhere,7,2025/2026
Steinkopf,Arson,0,2025/2026
Steinkopf,Assault with the intent to inflict grievous bodily harm,21,2025/2026
Steinkopf,Attempted murder,6,2025/2026
Steinkopf,Attempted sexual offences,1,2025/2026
Steinkopf,Bank robbery,0,2025/2026
Steinkopf,Burglary at non-residential premises,2,2025/2026
Steinkopf,Burglary at residential premises,13,2025/2026
Steinkopf,Carjacking,0,2025/2026
Steinkopf,Commercial crime,3,2025/2026
Steinkopf,Common assault,28,2025/2026
Steinkopf,Common robbery,0,2025/2026
Steinkopf,Contact crime (Crimes against the person),61,2025/2026
Steinkopf,Contact sexual offences,0,2025/2026
Steinkopf,Contact-related Crime,17,2025/2026
Steinkopf,Crime detected as a result of police action,55,2025/2026
Steinkopf,Crimen injuria,2,2025/2026
Steinkopf,Culpable homicide,3,2025/2026
Steinkopf,Driving under the influence of alcohol or drugs,4,2025/2026
Steinkopf,Drug-related crime,50,2025/2026
Steinkopf,Illegal possession of firearms and ammunition,1,2025/2026
Steinkopf,Kidnapping,1,2025/2026
Steinkopf,Malicious damage to property,17,2025/2026
Steinkopf,Murder,1,2025/2026
Steinkopf,Neglect and ill-treatment of children,0,2025/2026
Steinkopf,Other serious Crime,10,2025/2026
Steinkopf,Property-related Crime,19,2025/2026
Steinkopf,Public violence,0,2025/2026
Steinkopf,Rape,4,2025/2026
Steinkopf,Robbery at non-residential premises,0,2025/2026
Steinkopf,Robbery at residential premises,0,2025/2026
Steinkopf,Robbery of cash in transit,0,2025/2026
Steinkopf,Robbery with aggravating circumstances,0,2025/2026
Steinkopf,Sexual assault,0,2025/2026
Steinkopf,Sexual offences,5,2025/2026
Steinkopf,Sexual offences detected as a result of police action,0,2025/2026
Steinkopf,Shoplifting,0,2025/2026
Steinkopf,Stock-theft,2,2025/2026
Steinkopf,TRIO Crime,0,2025/2026
Steinkopf,Theft of motor vehicle and motorcycle,0,2025/2026
Steinkopf,Theft out of or from motor vehicle,2,2025/2026
Steinkopf,Truck hijacking,0,2025/2026
Stella,17 Community reported serious Crime,343,2025/2026
Stella,Abduction,0,2025/2026
Stella,All theft not mentioned elsewhere,53,2025/2026
Stella,Arson,0,2025/2026
Stella,Assault with the intent to inflict grievous bodily harm,98,2025/2026
Stella,Attempted murder,1,2025/2026
Stella,Attempted sexual offences,0,2025/2026
Stella,Bank robbery,0,2025/2026
Stella,Burglary at non-residential premises,25,2025/2026
Stella,Burglary at residential premises,47,2025/2026
Stella,Carjacking,0,2025/2026
Stella,Commercial crime,11,2025/2026
Stella,Common assault,26,2025/2026
Stella,Common robbery,2,2025/2026
Stella,Contact crime (Crimes against the person),149,2025/2026
Stella,Contact sexual offences,0,2025/2026
Stella,Contact-related Crime,16,2025/2026
Stella,Crime detected as a result of police action,2,2025/2026
Stella,Crimen injuria,1,2025/2026
Stella,Culpable homicide,4,2025/2026
Stella,Driving under the influence of alcohol or drugs,0,2025/2026
Stella,Drug-related crime,2,2025/2026
Stella,Illegal possession of firearms and ammunition,0,2025/2026
Stella,Kidnapping,1,2025/2026
Stella,Malicious damage to property,16,2025/2026
Stella,Murder,1,2025/2026
Stella,Neglect and ill-treatment of children,0,2025/2026
Stella,Other serious Crime,65,2025/2026
Stella,Property-related Crime,113,2025/2026
Stella,Public violence,0,2025/2026
Stella,Rape,16,2025/2026
Stella,Robbery at non-residential premises,1,2025/2026
Stella,Robbery at residential premises,1,2025/2026
Stella,Robbery of cash in transit,0,2025/2026
Stella,Robbery with aggravating circumstances,4,2025/2026
Stella,Sexual assault,1,2025/2026
Stella,Sexual offences,17,2025/2026
Stella,Sexual offences detected as a result of police action,0,2025/2026
Stella,Shoplifting,1,2025/2026
Stella,Stock-theft,32,2025/2026
Stella,TRIO Crime,2,2025/2026
Stella,Theft of motor vehicle and motorcycle,2,2025/2026
Stella,Theft out of or from motor vehicle,7,2025/2026
Stella,Truck hijacking,0,2025/2026
Stellenbosch,17 Community reported serious Crime,5428,2025/2026
Stellenbosch,Abduction,0,2025/2026
Stellenbosch,All theft not mentioned elsewhere,1123,2025/2026
Stellenbosch,Arson,5,2025/2026
Stellenbosch,Assault with the intent to inflict grievous bodily harm,241,2025/2026
Stellenbosch,Attempted murder,77,2025/2026
Stellenbosch,Attempted sexual offences,4,2025/2026
Stellenbosch,Bank robbery,0,2025/2026
Stellenbosch,Burglary at non-residential premises,99,2025/2026
Stellenbosch,Burglary at residential premises,456,2025/2026
Stellenbosch,Carjacking,12,2025/2026
Stellenbosch,Commercial crime,621,2025/2026
Stellenbosch,Common assault,552,2025/2026
Stellenbosch,Common robbery,229,2025/2026
Stellenbosch,Contact crime (Crimes against the person),1722,2025/2026
Stellenbosch,Contact sexual offences,2,2025/2026
Stellenbosch,Contact-related Crime,266,2025/2026
Stellenbosch,Crime detected as a result of police action,1113,2025/2026
Stellenbosch,Crimen injuria,77,2025/2026
Stellenbosch,Culpable homicide,12,2025/2026
Stellenbosch,Driving under the influence of alcohol or drugs,219,2025/2026
Stellenbosch,Drug-related crime,882,2025/2026
Stellenbosch,Illegal possession of firearms and ammunition,10,2025/2026
Stellenbosch,Kidnapping,13,2025/2026
Stellenbosch,Malicious damage to property,261,2025/2026
Stellenbosch,Murder,49,2025/2026
Stellenbosch,Neglect and ill-treatment of children,1,2025/2026
Stellenbosch,Other serious Crime,1890,2025/2026
Stellenbosch,Property-related Crime,1550,2025/2026
Stellenbosch,Public violence,6,2025/2026
Stellenbosch,Rape,84,2025/2026
Stellenbosch,Robbery at non-residential premises,12,2025/2026
Stellenbosch,Robbery at residential premises,40,2025/2026
Stellenbosch,Robbery of cash in transit,0,2025/2026
Stellenbosch,Robbery with aggravating circumstances,465,2025/2026
Stellenbosch,Sexual assault,19,2025/2026
Stellenbosch,Sexual offences,109,2025/2026
Stellenbosch,Sexual offences detected as a result of police action,2,2025/2026
Stellenbosch,Shoplifting,146,2025/2026
Stellenbosch,Stock-theft,0,2025/2026
Stellenbosch,TRIO Crime,64,2025/2026
Stellenbosch,Theft of motor vehicle and motorcycle,133,2025/2026
Stellenbosch,Theft out of or from motor vehicle,862,2025/2026
Stellenbosch,Truck hijacking,0,2025/2026
Sterkspruit,17 Community reported serious Crime,1781,2025/2026
Sterkspruit,Abduction,0,2025/2026
Sterkspruit,All theft not mentioned elsewhere,156,2025/2026
Sterkspruit,Arson,2,2025/2026
Sterkspruit,Assault with the intent to inflict grievous bodily harm,397,2025/2026
Sterkspruit,Attempted murder,22,2025/2026
Sterkspruit,Attempted sexual offences,6,2025/2026
Sterkspruit,Bank robbery,0,2025/2026
Sterkspruit,Burglary at non-residential premises,85,2025/2026
Sterkspruit,Burglary at residential premises,188,2025/2026
Sterkspruit,Carjacking,3,2025/2026
Sterkspruit,Commercial crime,123,2025/2026
Sterkspruit,Common assault,168,2025/2026
Sterkspruit,Common robbery,47,2025/2026
Sterkspruit,Contact crime (Crimes against the person),868,2025/2026
Sterkspruit,Contact sexual offences,1,2025/2026
Sterkspruit,Contact-related Crime,209,2025/2026
Sterkspruit,Crime detected as a result of police action,155,2025/2026
Sterkspruit,Crimen injuria,33,2025/2026
Sterkspruit,Culpable homicide,7,2025/2026
Sterkspruit,Driving under the influence of alcohol or drugs,81,2025/2026
Sterkspruit,Drug-related crime,60,2025/2026
Sterkspruit,Illegal possession of firearms and ammunition,14,2025/2026
Sterkspruit,Kidnapping,13,2025/2026
Sterkspruit,Malicious damage to property,207,2025/2026
Sterkspruit,Murder,36,2025/2026
Sterkspruit,Neglect and ill-treatment of children,13,2025/2026
Sterkspruit,Other serious Crime,353,2025/2026
Sterkspruit,Property-related Crime,351,2025/2026
Sterkspruit,Public violence,0,2025/2026
Sterkspruit,Rape,92,2025/2026
Sterkspruit,Robbery at non-residential premises,8,2025/2026
Sterkspruit,Robbery at residential premises,18,2025/2026
Sterkspruit,Robbery of cash in transit,0,2025/2026
Sterkspruit,Robbery with aggravating circumstances,82,2025/2026
Sterkspruit,Sexual assault,17,2025/2026
Sterkspruit,Sexual offences,116,2025/2026
Sterkspruit,Sexual offences detected as a result of police action,0,2025/2026
Sterkspruit,Shoplifting,74,2025/2026
Sterkspruit,Stock-theft,39,2025/2026
Sterkspruit,TRIO Crime,29,2025/2026
Sterkspruit,Theft of motor vehicle and motorcycle,4,2025/2026
Sterkspruit,Theft out of or from motor vehicle,35,2025/2026
Sterkspruit,Truck hijacking,0,2025/2026
Sterkstroom,17 Community reported serious Crime,199,2025/2026
Sterkstroom,Abduction,0,2025/2026
Sterkstroom,All theft not mentioned elsewhere,12,2025/2026
Sterkstroom,Arson,0,2025/2026
Sterkstroom,Assault with the intent to inflict grievous bodily harm,38,2025/2026
Sterkstroom,Attempted murder,2,2025/2026
Sterkstroom,Attempted sexual offences,3,2025/2026
Sterkstroom,Bank robbery,0,2025/2026
Sterkstroom,Burglary at non-residential premises,8,2025/2026
Sterkstroom,Burglary at residential premises,47,2025/2026
Sterkstroom,Carjacking,0,2025/2026
Sterkstroom,Commercial crime,4,2025/2026
Sterkstroom,Common assault,38,2025/2026
Sterkstroom,Common robbery,5,2025/2026
Sterkstroom,Contact crime (Crimes against the person),96,2025/2026
Sterkstroom,Contact sexual offences,0,2025/2026
Sterkstroom,Contact-related Crime,16,2025/2026
Sterkstroom,Crime detected as a result of police action,9,2025/2026
Sterkstroom,Crimen injuria,3,2025/2026
Sterkstroom,Culpable homicide,3,2025/2026
Sterkstroom,Driving under the influence of alcohol or drugs,1,2025/2026
Sterkstroom,Drug-related crime,8,2025/2026
Sterkstroom,Illegal possession of firearms and ammunition,0,2025/2026
Sterkstroom,Kidnapping,0,2025/2026
Sterkstroom,Malicious damage to property,16,2025/2026
Sterkstroom,Murder,1,2025/2026
Sterkstroom,Neglect and ill-treatment of children,1,2025/2026
Sterkstroom,Other serious Crime,17,2025/2026
Sterkstroom,Property-related Crime,70,2025/2026
Sterkstroom,Public violence,0,2025/2026
Sterkstroom,Rape,7,2025/2026
Sterkstroom,Robbery at non-residential premises,0,2025/2026
Sterkstroom,Robbery at residential premises,2,2025/2026
Sterkstroom,Robbery of cash in transit,0,2025/2026
Sterkstroom,Robbery with aggravating circumstances,2,2025/2026
Sterkstroom,Sexual assault,0,2025/2026
Sterkstroom,Sexual offences,10,2025/2026
Sterkstroom,Sexual offences detected as a result of police action,0,2025/2026
Sterkstroom,Shoplifting,1,2025/2026
Sterkstroom,Stock-theft,6,2025/2026
Sterkstroom,TRIO Crime,2,2025/2026
Sterkstroom,Theft of motor vehicle and motorcycle,0,2025/2026
Sterkstroom,Theft out of or from motor vehicle,9,2025/2026
Sterkstroom,Truck hijacking,0,2025/2026
Steunmekaar,17 Community reported serious Crime,13,2025/2026
Steunmekaar,Abduction,0,2025/2026
Steunmekaar,All theft not mentioned elsewhere,1,2025/2026
Steunmekaar,Arson,0,2025/2026
Steunmekaar,Assault with the intent to inflict grievous bodily harm,3,2025/2026
Steunmekaar,Attempted murder,0,2025/2026
Steunmekaar,Attempted sexual offences,0,2025/2026
Steunmekaar,Bank robbery,0,2025/2026
Steunmekaar,Burglary at non-residential premises,0,2025/2026
Steunmekaar,Burglary at residential premises,0,2025/2026
Steunmekaar,Carjacking,0,2025/2026
Steunmekaar,Commercial crime,1,2025/2026
Steunmekaar,Common assault,4,2025/2026
Steunmekaar,Common robbery,0,2025/2026
Steunmekaar,Contact crime (Crimes against the person),9,2025/2026
Steunmekaar,Contact sexual offences,0,2025/2026
Steunmekaar,Contact-related Crime,1,2025/2026
Steunmekaar,Crime detected as a result of police action,0,2025/2026
Steunmekaar,Crimen injuria,0,2025/2026
Steunmekaar,Culpable homicide,0,2025/2026
Steunmekaar,Driving under the influence of alcohol or drugs,0,2025/2026
Steunmekaar,Drug-related crime,0,2025/2026
Steunmekaar,Illegal possession of firearms and ammunition,0,2025/2026
Steunmekaar,Kidnapping,0,2025/2026
Steunmekaar,Malicious damage to property,1,2025/2026
Steunmekaar,Murder,1,2025/2026
Steunmekaar,Neglect and ill-treatment of children,0,2025/2026
Steunmekaar,Other serious Crime,2,2025/2026
Steunmekaar,Property-related Crime,1,2025/2026
